########  SIMUL_ANEALL  #######
145.219 ; 145.219
113.798 ; 113.798
90.2484 ; 90.2484
72.0876 ; 72.0876
150.269 ; 72.0876
138.597 ; 72.0876
127.007 ; 72.0876
128.182 ; 72.0876
144.545 ; 72.0876
137.558 ; 72.0876
153.434 ; 72.0876
151.273 ; 72.0876
84.4907 ; 72.0876
69.2152 ; 69.2152
73.6558 ; 69.2152
64.4043 ; 64.4043
124.087 ; 64.4043
84.9594 ; 64.4043
65.0259 ; 64.4043
68.9773 ; 64.4043
96.7109 ; 64.4043
99.4135 ; 64.4043
107.623 ; 64.4043
101.727 ; 64.4043
116.13 ; 64.4043
69.4574 ; 64.4043
115.51 ; 64.4043
108.23 ; 64.4043
139.404 ; 64.4043
154.418 ; 64.4043
58.5305 ; 58.5305
94.045 ; 58.5305
131.613 ; 58.5305
145.593 ; 58.5305
70.3967 ; 58.5305
63.5011 ; 58.5305
114.524 ; 58.5305
118.551 ; 58.5305
128.272 ; 58.5305
148.563 ; 58.5305
101.704 ; 58.5305
142.663 ; 58.5305
138.79 ; 58.5305
106.837 ; 58.5305
119.444 ; 58.5305
84.2036 ; 58.5305
104.497 ; 58.5305
149.549 ; 58.5305
118.434 ; 58.5305
115.869 ; 58.5305
82.6071 ; 58.5305
103.885 ; 58.5305
71.6939 ; 58.5305
78.7149 ; 58.5305
120.427 ; 58.5305
108.832 ; 58.5305
64.0045 ; 58.5305
72.9151 ; 58.5305
81.6543 ; 58.5305
64.4987 ; 58.5305
58.0736 ; 58.0736
102.397 ; 58.0736
75.9949 ; 58.0736
96.5588 ; 58.0736
59.3067 ; 58.0736
120.688 ; 58.0736
152.723 ; 58.0736
79.7744 ; 58.0736
63.2267 ; 58.0736
66.3916 ; 58.0736
88.0444 ; 58.0736
78.5335 ; 58.0736
91.6286 ; 58.0736
87.5922 ; 58.0736
84.4761 ; 58.0736
153.329 ; 58.0736
112.731 ; 58.0736
138.786 ; 58.0736
117.565 ; 58.0736
54.6963 ; 54.6963
53.2975 ; 53.2975
77.722 ; 53.2975
96.1965 ; 53.2975
136.257 ; 53.2975
103.993 ; 53.2975
61.401 ; 53.2975
110.601 ; 53.2975
98.4896 ; 53.2975
88.615 ; 53.2975
100.729 ; 53.2975
153.664 ; 53.2975
78.6261 ; 53.2975
52.567 ; 52.567
119.174 ; 52.567
139.655 ; 52.567
88.7012 ; 52.567
119.012 ; 52.567
105.924 ; 52.567
112.076 ; 52.567
55.5531 ; 52.567
129.002 ; 52.567
144.431 ; 52.567
134.543 ; 52.567
52.9241 ; 52.567
86.0204 ; 52.567
127.517 ; 52.567
62.5326 ; 52.567
109.121 ; 52.567
80.5019 ; 52.567
72.7662 ; 52.567
126.17 ; 52.567
106.398 ; 52.567
92.8376 ; 52.567
115.937 ; 52.567
61.9239 ; 52.567
77.5135 ; 52.567
94.3255 ; 52.567
83.0499 ; 52.567
79.1943 ; 52.567
78.1258 ; 52.567
135.559 ; 52.567
77.2932 ; 52.567
68.9104 ; 52.567
149.378 ; 52.567
113.575 ; 52.567
124.396 ; 52.567
135.755 ; 52.567
63.3348 ; 52.567
141.379 ; 52.567
116.901 ; 52.567
85.6353 ; 52.567
80.34 ; 52.567
83.4073 ; 52.567
53.7903 ; 52.567
140.68 ; 52.567
51.5484 ; 51.5484
108.13 ; 51.5484
60.7179 ; 51.5484
92.965 ; 51.5484
153.347 ; 51.5484
91.6255 ; 51.5484
89.0608 ; 51.5484
93.2994 ; 51.5484
66.3138 ; 51.5484
145.34 ; 51.5484
115.758 ; 51.5484
89.9254 ; 51.5484
92.041 ; 51.5484
98.3516 ; 51.5484
126.161 ; 51.5484
78.1353 ; 51.5484
103.461 ; 51.5484
99.7612 ; 51.5484
83.0357 ; 51.5484
129.537 ; 51.5484
122.716 ; 51.5484
78.4517 ; 51.5484
87.1347 ; 51.5484
102.107 ; 51.5484
64.5386 ; 51.5484
110.372 ; 51.5484
116.196 ; 51.5484
53.8507 ; 51.5484
87.8234 ; 51.5484
59.9811 ; 51.5484
59.3038 ; 51.5484
132.895 ; 51.5484
105.306 ; 51.5484
129.268 ; 51.5484
145.51 ; 51.5484
144.57 ; 51.5484
105.676 ; 51.5484
58.9305 ; 51.5484
132.025 ; 51.5484
133.871 ; 51.5484
55.5282 ; 51.5484
65.7667 ; 51.5484
118.641 ; 51.5484
135.25 ; 51.5484
90.0067 ; 51.5484
119.003 ; 51.5484
122.401 ; 51.5484
108.026 ; 51.5484
77.6479 ; 51.5484
132.885 ; 51.5484
145.136 ; 51.5484
73.4692 ; 51.5484
98.5793 ; 51.5484
143.384 ; 51.5484
131.695 ; 51.5484
130.806 ; 51.5484
84.7796 ; 51.5484
62.0892 ; 51.5484
120.26 ; 51.5484
152.626 ; 51.5484
65.2148 ; 51.5484
138.884 ; 51.5484
67.2072 ; 51.5484
